Mod:Item:MetaData, Localized Name
gregtech:gt.meta.crushedCentrifugedTiny:8206, oredict.crushedCentrifugedTinyNiter.name
gregtech:gt.meta.crushedCentrifugedTiny:8207, oredict.crushedCentrifugedTinyPhosphate.name
gregtech:gt.meta.crushedCentrifugedTiny:8208, oredict.crushedCentrifugedTinyPhosphorus.name
gregtech:gt.meta.crushedCentrifugedTiny:8209, oredict.crushedCentrifugedTinyApatite.name
gregtech:gt.meta.crushedCentrifugedTiny:8226, oredict.crushedCentrifugedTinyPhosphorite.name
gregtech:gt.meta.crushedCentrifugedTiny:8242, oredict.crushedCentrifugedTinyIodineSalt.name
gregtech:gt.meta.crushedCentrifugedTiny:8243, oredict.crushedCentrifugedTinySilverIodide.name
gregtech:gt.meta.crushedCentrifugedTiny:8300, oredict.crushedCentrifugedTinyDiamond.name
gregtech:gt.meta.crushedCentrifugedTiny:8301, oredict.crushedCentrifugedTinyEmerald.name
gregtech:gt.meta.crushedCentrifugedTiny:8302, oredict.crushedCentrifugedTinyRuby.name
gregtech:gt.meta.crushedCentrifugedTiny:8303, oredict.crushedCentrifugedTinyBalasRuby.name
gregtech:gt.meta.crushedCentrifugedTiny:8304, oredict.crushedCentrifugedTinySapphire.name
gregtech:gt.meta.crushedCentrifugedTiny:8305, oredict.crushedCentrifugedTinyGreenSapphire.name
gregtech:gt.meta.crushedCentrifugedTiny:8306, oredict.crushedCentrifugedTinyTopaz.name
gregtech:gt.meta.crushedCentrifugedTiny:8307, oredict.crushedCentrifugedTinyBlueTopaz.name
gregtech:gt.meta.crushedCentrifugedTiny:8308, oredict.crushedCentrifugedTinyTanzanite.name
gregtech:gt.meta.crushedCentrifugedTiny:8309, oredict.crushedCentrifugedTinyJasper.name
gregtech:gt.meta.crushedCentrifugedTiny:8310, oredict.crushedCentrifugedTinyAmber.name
gregtech:gt.meta.crushedCentrifugedTiny:8311, oredict.crushedCentrifugedTinyOlivine.name
gregtech:gt.meta.crushedCentrifugedTiny:8312, oredict.crushedCentrifugedTinyOpal.name
gregtech:gt.meta.crushedCentrifugedTiny:8313, oredict.crushedCentrifugedTinyAmethyst.name
gregtech:gt.meta.crushedCentrifugedTiny:8314, oredict.crushedCentrifugedTinyOrangeSapphire.name
gregtech:gt.meta.crushedCentrifugedTiny:8315, oredict.crushedCentrifugedTinyYellowSapphire.name
gregtech:gt.meta.crushedCentrifugedTiny:8316, oredict.crushedCentrifugedTinyVinteum.name
gregtech:gt.meta.crushedCentrifugedTiny:8317, oredict.crushedCentrifugedTinyDilithium.name
gregtech:gt.meta.crushedCentrifugedTiny:8321, oredict.crushedCentrifugedTinyJade.name
gregtech:gt.meta.crushedCentrifugedTiny:8322, oredict.crushedCentrifugedTinyCraponite.name
gregtech:gt.meta.crushedCentrifugedTiny:8323, oredict.crushedCentrifugedTinyAquamarine.name
gregtech:gt.meta.crushedCentrifugedTiny:8324, oredict.crushedCentrifugedTinyMorganite.name
gregtech:gt.meta.crushedCentrifugedTiny:8325, oredict.crushedCentrifugedTinyDioptase.name
gregtech:gt.meta.crushedCentrifugedTiny:8326, oredict.crushedCentrifugedTinySpinel.name
gregtech:gt.meta.crushedCentrifugedTiny:8328, oredict.crushedCentrifugedTinyBlueSapphire.name
gregtech:gt.meta.crushedCentrifugedTiny:8330, oredict.crushedCentrifugedTinyLazurite.name
gregtech:gt.meta.crushedCentrifugedTiny:8331, oredict.crushedCentrifugedTinySodalite.name
gregtech:gt.meta.crushedCentrifugedTiny:8332, oredict.crushedCentrifugedTinyLapis.name
gregtech:gt.meta.crushedCentrifugedTiny:8333, oredict.crushedCentrifugedTinyRedstone.name
gregtech:gt.meta.crushedCentrifugedTiny:8334, oredict.crushedCentrifugedTinyCoal.name
gregtech:gt.meta.crushedCentrifugedTiny:8337, oredict.crushedCentrifugedTinyLignite.name
gregtech:gt.meta.crushedCentrifugedTiny:8338, oredict.crushedCentrifugedTinyMonazite.name
gregtech:gt.meta.crushedCentrifugedTiny:8339, oredict.crushedCentrifugedTinyTeslatite.name
gregtech:gt.meta.crushedCentrifugedTiny:8340, oredict.crushedCentrifugedTinyNikolite.name
gregtech:gt.meta.crushedCentrifugedTiny:8341, oredict.crushedCentrifugedTinyGlowstone.name
gregtech:gt.meta.crushedCentrifugedTiny:8342, oredict.crushedCentrifugedTinyFirestone.name
gregtech:gt.meta.crushedCentrifugedTiny:8343, oredict.crushedCentrifugedTinyForce.name
gregtech:gt.meta.crushedCentrifugedTiny:8344, oredict.crushedCentrifugedTinyForcicium.name
gregtech:gt.meta.crushedCentrifugedTiny:8345, oredict.crushedCentrifugedTinyForcillium.name
gregtech:gt.meta.crushedCentrifugedTiny:8346, oredict.crushedCentrifugedTinyNetherQuartz.name
gregtech:gt.meta.crushedCentrifugedTiny:8347, oredict.crushedCentrifugedTinyCertusQuartz.name
gregtech:gt.meta.crushedCentrifugedTiny:8348, oredict.crushedCentrifugedTinyChargedCertusQuartz.name
gregtech:gt.meta.crushedCentrifugedTiny:8349, oredict.crushedCentrifugedTinyCoalCoke.name
gregtech:gt.meta.crushedCentrifugedTiny:8352, oredict.crushedCentrifugedTinyInfusedAir.name
gregtech:gt.meta.crushedCentrifugedTiny:8353, oredict.crushedCentrifugedTinyInfusedFire.name
gregtech:gt.meta.crushedCentrifugedTiny:8354, oredict.crushedCentrifugedTinyInfusedEarth.name
gregtech:gt.meta.crushedCentrifugedTiny:8355, oredict.crushedCentrifugedTinyInfusedWater.name
gregtech:gt.meta.crushedCentrifugedTiny:8356, oredict.crushedCentrifugedTinyInfusedEntropy.name
gregtech:gt.meta.crushedCentrifugedTiny:8357, oredict.crushedCentrifugedTinyInfusedOrder.name
gregtech:gt.meta.crushedCentrifugedTiny:8359, oredict.crushedCentrifugedTinyElectrotine.name
gregtech:gt.meta.crushedCentrifugedTiny:8362, oredict.crushedCentrifugedTinyAnthracite.name
gregtech:gt.meta.crushedCentrifugedTiny:8363, oredict.crushedCentrifugedTinyPrismane.name
gregtech:gt.meta.crushedCentrifugedTiny:8364, oredict.crushedCentrifugedTinyLonsdaleite.name
gregtech:gt.meta.crushedCentrifugedTiny:8365, oredict.crushedCentrifugedTinyLigniteCoke.name
gregtech:gt.meta.crushedCentrifugedTiny:8600, oredict.crushedCentrifugedTinyElectrum.name
gregtech:gt.meta.crushedCentrifugedTiny:8630, oredict.crushedCentrifugedTinySteel.name
gregtech:gt.meta.crushedCentrifugedTiny:8641, oredict.crushedCentrifugedTinyDeepIron.name
gregtech:gt.meta.crushedCentrifugedTiny:8642, oredict.crushedCentrifugedTinyPigIron.name
gregtech:gt.meta.crushedCentrifugedTiny:8648, oredict.crushedCentrifugedTinyDarkIron.name
gregtech:gt.meta.crushedCentrifugedTiny:8649, oredict.crushedCentrifugedTinyMeteoricIron.name
gregtech:gt.meta.crushedCentrifugedTiny:8670, oredict.crushedCentrifugedTinyShadowIron.name
gregtech:gt.meta.crushedCentrifugedTiny:8676, oredict.crushedCentrifugedTinyAstralSilver.name
gregtech:gt.meta.crushedCentrifugedTiny:8677, oredict.crushedCentrifugedTinyMidasium.name
gregtech:gt.meta.crushedCentrifugedTiny:8678, oredict.crushedCentrifugedTinyMithril.name
gregtech:gt.meta.crushedCentrifugedTiny:8701, oredict.crushedCentrifugedTinyAredrite.name
gregtech:gt.meta.crushedCentrifugedTiny:8707, oredict.crushedCentrifugedTinyArdite.name
gregtech:gt.meta.crushedCentrifugedTiny:8715, oredict.crushedCentrifugedTinyYellorium.name
gregtech:gt.meta.crushedCentrifugedTiny:8716, oredict.crushedCentrifugedTinyBlutonium.name
gregtech:gt.meta.crushedCentrifugedTiny:8717, oredict.crushedCentrifugedTinyCyanite.name
gregtech:gt.meta.crushedCentrifugedTiny:8719, oredict.crushedCentrifugedTinyOsmium.name
gregtech:gt.meta.crushedCentrifugedTiny:8750, oredict.crushedCentrifugedTinyDesh.name
gregtech:gt.meta.crushedCentrifugedTiny:8753, oredict.crushedCentrifugedTinyDolamide.name
gregtech:gt.meta.crushedCentrifugedTiny:8760, oredict.crushedCentrifugedTinyAlduorite.name
gregtech:gt.meta.crushedCentrifugedTiny:8761, oredict.crushedCentrifugedTinyInfuscolium.name
gregtech:gt.meta.crushedCentrifugedTiny:8762, oredict.crushedCentrifugedTinyRubracium.name
gregtech:gt.meta.crushedCentrifugedTiny:8763, oredict.crushedCentrifugedTinyMeutoite.name
gregtech:gt.meta.crushedCentrifugedTiny:8764, oredict.crushedCentrifugedTinyLemurite.name
gregtech:gt.meta.crushedCentrifugedTiny:8765, oredict.crushedCentrifugedTinyCeruclase.name
gregtech:gt.meta.crushedCentrifugedTiny:8766, oredict.crushedCentrifugedTinyAtlarus.name
gregtech:gt.meta.crushedCentrifugedTiny:8767, oredict.crushedCentrifugedTinyOureclase.name
gregtech:gt.meta.crushedCentrifugedTiny:8768, oredict.crushedCentrifugedTinyKalendrite.name
gregtech:gt.meta.crushedCentrifugedTiny:8769, oredict.crushedCentrifugedTinyOrichalcum.name
gregtech:gt.meta.crushedCentrifugedTiny:8770, oredict.crushedCentrifugedTinyCarmot.name
gregtech:gt.meta.crushedCentrifugedTiny:8771, oredict.crushedCentrifugedTinySanguinite.name
gregtech:gt.meta.crushedCentrifugedTiny:8772, oredict.crushedCentrifugedTinyVyroxeres.name
gregtech:gt.meta.crushedCentrifugedTiny:8773, oredict.crushedCentrifugedTinyEximite.name
gregtech:gt.meta.crushedCentrifugedTiny:8774, oredict.crushedCentrifugedTinyPrometheum.name
gregtech:gt.meta.crushedCentrifugedTiny:8775, oredict.crushedCentrifugedTinyIgnatius.name
gregtech:gt.meta.crushedCentrifugedTiny:8776, oredict.crushedCentrifugedTinyVulcanite.name
gregtech:gt.meta.crushedCentrifugedTiny:8791, oredict.crushedCentrifugedTinyDraconium.name
gregtech:gt.meta.crushedCentrifugedTiny:9000, oredict.crushedCentrifugedTinyPumice.name
gregtech:gt.meta.crushedCentrifugedTiny:9001, oredict.crushedCentrifugedTinyDiatomite.name
gregtech:gt.meta.crushedCentrifugedTiny:9003, oredict.crushedCentrifugedTinyBasalticMineralSand.name
gregtech:gt.meta.crushedCentrifugedTiny:9004, oredict.crushedCentrifugedTinyGraniticMineralSand.name
gregtech:gt.meta.crushedCentrifugedTiny:9005, oredict.crushedCentrifugedTinyGarnetSand.name
gregtech:gt.meta.crushedCentrifugedTiny:9006, oredict.crushedCentrifugedTinyQuartzSand.name
gregtech:gt.meta.crushedCentrifugedTiny:9100, oredict.crushedCentrifugedTinyRareEarth.name
gregtech:gt.meta.crushedCentrifugedTiny:9101, oredict.crushedCentrifugedTinyAlmandine.name
gregtech:gt.meta.crushedCentrifugedTiny:9102, oredict.crushedCentrifugedTinyAndradite.name
gregtech:gt.meta.crushedCentrifugedTiny:9103, oredict.crushedCentrifugedTinyAsbestos.name
gregtech:gt.meta.crushedCentrifugedTiny:9104, oredict.crushedCentrifugedTinyHematite.name
gregtech:gt.meta.crushedCentrifugedTiny:9105, oredict.crushedCentrifugedTinyBauxite.name
gregtech:gt.meta.crushedCentrifugedTiny:9106, oredict.crushedCentrifugedTinyBrownLimonite.name
gregtech:gt.meta.crushedCentrifugedTiny:9107, oredict.crushedCentrifugedTinyCalcite.name
gregtech:gt.meta.crushedCentrifugedTiny:9108, oredict.crushedCentrifugedTinyCassiterite.name
gregtech:gt.meta.crushedCentrifugedTiny:9109, oredict.crushedCentrifugedTinyCassiteriteSand.name
gregtech:gt.meta.crushedCentrifugedTiny:9110, oredict.crushedCentrifugedTinyCelestine.name
gregtech:gt.meta.crushedCentrifugedTiny:9111, oredict.crushedCentrifugedTinyChalcopyrite.name
gregtech:gt.meta.crushedCentrifugedTiny:9112, oredict.crushedCentrifugedTinyChalk.name
gregtech:gt.meta.crushedCentrifugedTiny:9113, oredict.crushedCentrifugedTinyChromite.name
gregtech:gt.meta.crushedCentrifugedTiny:9114, oredict.crushedCentrifugedTinyCinnabar.name
gregtech:gt.meta.crushedCentrifugedTiny:9115, oredict.crushedCentrifugedTinyCobaltite.name
gregtech:gt.meta.crushedCentrifugedTiny:9116, oredict.crushedCentrifugedTinyCooperite.name
gregtech:gt.meta.crushedCentrifugedTiny:9117, oredict.crushedCentrifugedTinyGalena.name
gregtech:gt.meta.crushedCentrifugedTiny:9118, oredict.crushedCentrifugedTinyGarnierite.name
gregtech:gt.meta.crushedCentrifugedTiny:9119, oredict.crushedCentrifugedTinyGrossular.name
gregtech:gt.meta.crushedCentrifugedTiny:9120, oredict.crushedCentrifugedTinyIlmenite.name
gregtech:gt.meta.crushedCentrifugedTiny:9121, oredict.crushedCentrifugedTinyMagnesite.name
gregtech:gt.meta.crushedCentrifugedTiny:9122, oredict.crushedCentrifugedTinyMagnetite.name
gregtech:gt.meta.crushedCentrifugedTiny:9123, oredict.crushedCentrifugedTinyMolybdenite.name
gregtech:gt.meta.crushedCentrifugedTiny:9124, oredict.crushedCentrifugedTinyPowellite.name
gregtech:gt.meta.crushedCentrifugedTiny:9125, oredict.crushedCentrifugedTinyPyrite.name
gregtech:gt.meta.crushedCentrifugedTiny:9126, oredict.crushedCentrifugedTinyPyrolusite.name
gregtech:gt.meta.crushedCentrifugedTiny:9127, oredict.crushedCentrifugedTinyPyrope.name
gregtech:gt.meta.crushedCentrifugedTiny:9128, oredict.crushedCentrifugedTinyScheelite.name
gregtech:gt.meta.crushedCentrifugedTiny:9129, oredict.crushedCentrifugedTinySpessartine.name
gregtech:gt.meta.crushedCentrifugedTiny:9130, oredict.crushedCentrifugedTinySphalerite.name
gregtech:gt.meta.crushedCentrifugedTiny:9131, oredict.crushedCentrifugedTinyStibnite.name
gregtech:gt.meta.crushedCentrifugedTiny:9132, oredict.crushedCentrifugedTinyTetrahedrite.name
gregtech:gt.meta.crushedCentrifugedTiny:9133, oredict.crushedCentrifugedTinyTungstate.name
gregtech:gt.meta.crushedCentrifugedTiny:9134, oredict.crushedCentrifugedTinyUraninite.name
gregtech:gt.meta.crushedCentrifugedTiny:9135, oredict.crushedCentrifugedTinyUvarovite.name
gregtech:gt.meta.crushedCentrifugedTiny:9136, oredict.crushedCentrifugedTinyWulfenite.name
gregtech:gt.meta.crushedCentrifugedTiny:9137, oredict.crushedCentrifugedTinyYellowLimonite.name
gregtech:gt.meta.crushedCentrifugedTiny:9138, oredict.crushedCentrifugedTinyPerlite.name
gregtech:gt.meta.crushedCentrifugedTiny:9139, oredict.crushedCentrifugedTinyBorax.name
gregtech:gt.meta.crushedCentrifugedTiny:9140, oredict.crushedCentrifugedTinyPotassiumFeldspar.name
gregtech:gt.meta.crushedCentrifugedTiny:9141, oredict.crushedCentrifugedTinyBiotite.name
gregtech:gt.meta.crushedCentrifugedTiny:9142, oredict.crushedCentrifugedTinyChrysotile.name
gregtech:gt.meta.crushedCentrifugedTiny:9143, oredict.crushedCentrifugedTinyFerrovanadium.name
gregtech:gt.meta.crushedCentrifugedTiny:9144, oredict.crushedCentrifugedTinyBastnasite.name
gregtech:gt.meta.crushedCentrifugedTiny:9145, oredict.crushedCentrifugedTinyPentlandite.name
gregtech:gt.meta.crushedCentrifugedTiny:9146, oredict.crushedCentrifugedTinySpodumene.name
gregtech:gt.meta.crushedCentrifugedTiny:9147, oredict.crushedCentrifugedTinyPollucite.name
gregtech:gt.meta.crushedCentrifugedTiny:9148, oredict.crushedCentrifugedTinyTantalite.name
gregtech:gt.meta.crushedCentrifugedTiny:9149, oredict.crushedCentrifugedTinyLepidolite.name
gregtech:gt.meta.crushedCentrifugedTiny:9150, oredict.crushedCentrifugedTinyGlauconite.name
gregtech:gt.meta.crushedCentrifugedTiny:9151, oredict.crushedCentrifugedTinyGlauconiteSand.name
gregtech:gt.meta.crushedCentrifugedTiny:9152, oredict.crushedCentrifugedTinyVermiculite.name
gregtech:gt.meta.crushedCentrifugedTiny:9153, oredict.crushedCentrifugedTinyBentonite.name
gregtech:gt.meta.crushedCentrifugedTiny:9154, oredict.crushedCentrifugedTinyFullersEarth.name
gregtech:gt.meta.crushedCentrifugedTiny:9155, oredict.crushedCentrifugedTinyPitchblende.name
gregtech:gt.meta.crushedCentrifugedTiny:9156, oredict.crushedCentrifugedTinyMalachite.name
gregtech:gt.meta.crushedCentrifugedTiny:9157, oredict.crushedCentrifugedTinyMirabilite.name
gregtech:gt.meta.crushedCentrifugedTiny:9158, oredict.crushedCentrifugedTinyMica.name
gregtech:gt.meta.crushedCentrifugedTiny:9159, oredict.crushedCentrifugedTinyTrona.name
gregtech:gt.meta.crushedCentrifugedTiny:9160, oredict.crushedCentrifugedTinyBarite.name
gregtech:gt.meta.crushedCentrifugedTiny:9161, oredict.crushedCentrifugedTinyGypsum.name
gregtech:gt.meta.crushedCentrifugedTiny:9162, oredict.crushedCentrifugedTinyAlunite.name
gregtech:gt.meta.crushedCentrifugedTiny:9163, oredict.crushedCentrifugedTinyDolomite.name
gregtech:gt.meta.crushedCentrifugedTiny:9164, oredict.crushedCentrifugedTinyWollastonite.name
gregtech:gt.meta.crushedCentrifugedTiny:9165, oredict.crushedCentrifugedTinyZeolite.name
gregtech:gt.meta.crushedCentrifugedTiny:9166, oredict.crushedCentrifugedTinyKyanite.name
gregtech:gt.meta.crushedCentrifugedTiny:9167, oredict.crushedCentrifugedTinyKaolinite.name
gregtech:gt.meta.crushedCentrifugedTiny:9168, oredict.crushedCentrifugedTinyTalc.name
gregtech:gt.meta.crushedCentrifugedTiny:9169, oredict.crushedCentrifugedTinySoapstone.name
gregtech:gt.meta.crushedCentrifugedTiny:9174, oredict.crushedCentrifugedTinyGraphite.name
gregtech:gt.meta.crushedCentrifugedTiny:9180, oredict.crushedCentrifugedTinyQuartzite.name
gregtech:gt.meta.crushedCentrifugedTiny:9183, oredict.crushedCentrifugedTinyEmery.name
gregtech:gt.meta.crushedCentrifugedTiny:9192, oredict.crushedCentrifugedTinyRutile.name
gregtech:gt.meta.crushedCentrifugedTiny:9193, oredict.crushedCentrifugedTinyStolzite.name
gregtech:gt.meta.crushedCentrifugedTiny:9194, oredict.crushedCentrifugedTinyWolframite.name
gregtech:gt.meta.crushedCentrifugedTiny:9195, oredict.crushedCentrifugedTinyHuebnerite.name
gregtech:gt.meta.crushedCentrifugedTiny:9196, oredict.crushedCentrifugedTinyRussellite.name
gregtech:gt.meta.crushedCentrifugedTiny:9197, oredict.crushedCentrifugedTinyPinalite.name
gregtech:gt.meta.crushedCentrifugedTiny:9198, oredict.crushedCentrifugedTinyDiduraniumTrioxide.name
gregtech:gt.meta.crushedCentrifugedTiny:9199, oredict.crushedCentrifugedTinyDuraniumHexafluoride.name
gregtech:gt.meta.crushedCentrifugedTiny:9200, oredict.crushedCentrifugedTinyDuraniumHexachloride.name
gregtech:gt.meta.crushedCentrifugedTiny:9201, oredict.crushedCentrifugedTinyDuraniumHexabromide.name
gregtech:gt.meta.crushedCentrifugedTiny:9202, oredict.crushedCentrifugedTinyDuraniumHexaiodide.name
gregtech:gt.meta.crushedCentrifugedTiny:9203, oredict.crushedCentrifugedTinyDuraniumHexaastatide.name
gregtech:gt.meta.crushedCentrifugedTiny:9204, oredict.crushedCentrifugedTinyTritaniumDioxide.name
gregtech:gt.meta.crushedCentrifugedTiny:9205, oredict.crushedCentrifugedTinyTritaniumHexafluoride.name
gregtech:gt.meta.crushedCentrifugedTiny:9206, oredict.crushedCentrifugedTinyTritaniumHexachloride.name
gregtech:gt.meta.crushedCentrifugedTiny:9207, oredict.crushedCentrifugedTinyTritaniumHexabromide.name
gregtech:gt.meta.crushedCentrifugedTiny:9208, oredict.crushedCentrifugedTinyTritaniumHexaiodide.name
gregtech:gt.meta.crushedCentrifugedTiny:9209, oredict.crushedCentrifugedTinyTritaniumHexaastatide.name
gregtech:gt.meta.crushedCentrifugedTiny:9210, oredict.crushedCentrifugedTinyBromargyrite.name
gregtech:gt.meta.crushedCentrifugedTiny:9211, oredict.crushedCentrifugedTinySmithsonite.name
gregtech:gt.meta.crushedCentrifugedTiny:9212, oredict.crushedCentrifugedTinySperrylite.name
gregtech:gt.meta.crushedCentrifugedTiny:9213, oredict.crushedCentrifugedTinyKesterite.name
gregtech:gt.meta.crushedCentrifugedTiny:9214, oredict.crushedCentrifugedTinyStannite.name
gregtech:gt.meta.crushedCentrifugedTiny:9780, oredict.crushedCentrifugedTinyCheese.name
gregtech:gt.meta.crushedCentrifugedTiny:9851, oredict.crushedCentrifugedTinyOilsands.name
gregtech:gt.meta.crushedCentrifugedTiny:9852, oredict.crushedCentrifugedTinyCrudeOil.name
gregtech:gt.meta.gemChipped:8001, oredict.gemChippedGlass.name
gregtech:gt.meta.gemChipped:8203, oredict.gemChippedRockSalt.name
gregtech:gt.meta.gemChipped:8204, oredict.gemChippedSalt.name
gregtech:gt.meta.gemChipped:8242, oredict.gemChippedIodineSalt.name
gregtech:gt.meta.gemChipped:8300, oredict.gemChippedDiamond.name
gregtech:gt.meta.gemChipped:8301, oredict.gemChippedEmerald.name
gregtech:gt.meta.gemChipped:8302, oredict.gemChippedRuby.name
gregtech:gt.meta.gemChipped:8303, oredict.gemChippedBalasRuby.name
gregtech:gt.meta.gemChipped:8304, oredict.gemChippedSapphire.name
gregtech:gt.meta.gemChipped:8305, oredict.gemChippedGreenSapphire.name
gregtech:gt.meta.gemChipped:8306, oredict.gemChippedTopaz.name
gregtech:gt.meta.gemChipped:8307, oredict.gemChippedBlueTopaz.name
gregtech:gt.meta.gemChipped:8308, oredict.gemChippedTanzanite.name
gregtech:gt.meta.gemChipped:8309, oredict.gemChippedJasper.name
gregtech:gt.meta.gemChipped:8310, oredict.gemChippedAmber.name
gregtech:gt.meta.gemChipped:8311, oredict.gemChippedOlivine.name
gregtech:gt.meta.gemChipped:8312, oredict.gemChippedOpal.name
gregtech:gt.meta.gemChipped:8313, oredict.gemChippedAmethyst.name
gregtech:gt.meta.gemChipped:8314, oredict.gemChippedOrangeSapphire.name
gregtech:gt.meta.gemChipped:8315, oredict.gemChippedYellowSapphire.name
gregtech:gt.meta.gemChipped:8321, oredict.gemChippedJade.name
gregtech:gt.meta.gemChipped:8322, oredict.gemChippedCraponite.name
gregtech:gt.meta.gemChipped:8323, oredict.gemChippedAquamarine.name
gregtech:gt.meta.gemChipped:8324, oredict.gemChippedMorganite.name
gregtech:gt.meta.gemChipped:8325, oredict.gemChippedDioptase.name
gregtech:gt.meta.gemChipped:8326, oredict.gemChippedSpinel.name
gregtech:gt.meta.gemChipped:8328, oredict.gemChippedBlueSapphire.name
gregtech:gt.meta.gemChipped:8352, oredict.gemChippedInfusedAir.name
gregtech:gt.meta.gemChipped:8353, oredict.gemChippedInfusedFire.name
gregtech:gt.meta.gemChipped:8354, oredict.gemChippedInfusedEarth.name
gregtech:gt.meta.gemChipped:8355, oredict.gemChippedInfusedWater.name
gregtech:gt.meta.gemChipped:8356, oredict.gemChippedInfusedEntropy.name
gregtech:gt.meta.gemChipped:8357, oredict.gemChippedInfusedOrder.name
gregtech:gt.meta.gemChipped:9101, oredict.gemChippedAlmandine.name
gregtech:gt.meta.gemChipped:9102, oredict.gemChippedAndradite.name
gregtech:gt.meta.gemChipped:9119, oredict.gemChippedGrossular.name
gregtech:gt.meta.gemChipped:9127, oredict.gemChippedPyrope.name
gregtech:gt.meta.gemChipped:9129, oredict.gemChippedSpessartine.name
gregtech:gt.meta.gemChipped:9135, oredict.gemChippedUvarovite.name
gregtech:gt.meta.gemChipped:9703, oredict.gemChippedSugar.name
gregtech:gt.meta.gemChipped:9802, oredict.gemChippedIce.name
gregtech:gt.meta.gemFlawed:8001, oredict.gemFlawedGlass.name
gregtech:gt.meta.gemFlawed:8203, oredict.gemFlawedRockSalt.name
gregtech:gt.meta.gemFlawed:8204, oredict.gemFlawedSalt.name
gregtech:gt.meta.gemFlawed:8242, oredict.gemFlawedIodineSalt.name
gregtech:gt.meta.gemFlawed:8300, oredict.gemFlawedDiamond.name
gregtech:gt.meta.gemFlawed:8301, oredict.gemFlawedEmerald.name
gregtech:gt.meta.gemFlawed:8302, oredict.gemFlawedRuby.name
gregtech:gt.meta.gemFlawed:8303, oredict.gemFlawedBalasRuby.name
gregtech:gt.meta.gemFlawed:8304, oredict.gemFlawedSapphire.name
gregtech:gt.meta.gemFlawed:8305, oredict.gemFlawedGreenSapphire.name
gregtech:gt.meta.gemFlawed:8306, oredict.gemFlawedTopaz.name
gregtech:gt.meta.gemFlawed:8307, oredict.gemFlawedBlueTopaz.name
gregtech:gt.meta.gemFlawed:8308, oredict.gemFlawedTanzanite.name
gregtech:gt.meta.gemFlawed:8309, oredict.gemFlawedJasper.name
gregtech:gt.meta.gemFlawed:8310, oredict.gemFlawedAmber.name
gregtech:gt.meta.gemFlawed:8311, oredict.gemFlawedOlivine.name
gregtech:gt.meta.gemFlawed:8312, oredict.gemFlawedOpal.name
gregtech:gt.meta.gemFlawed:8313, oredict.gemFlawedAmethyst.name
gregtech:gt.meta.gemFlawed:8314, oredict.gemFlawedOrangeSapphire.name
gregtech:gt.meta.gemFlawed:8315, oredict.gemFlawedYellowSapphire.name
gregtech:gt.meta.gemFlawed:8321, oredict.gemFlawedJade.name
gregtech:gt.meta.gemFlawed:8322, oredict.gemFlawedCraponite.name
gregtech:gt.meta.gemFlawed:8323, oredict.gemFlawedAquamarine.name
gregtech:gt.meta.gemFlawed:8324, oredict.gemFlawedMorganite.name
gregtech:gt.meta.gemFlawed:8325, oredict.gemFlawedDioptase.name
gregtech:gt.meta.gemFlawed:8326, oredict.gemFlawedSpinel.name
gregtech:gt.meta.gemFlawed:8328, oredict.gemFlawedBlueSapphire.name
gregtech:gt.meta.gemFlawed:8352, oredict.gemFlawedInfusedAir.name
gregtech:gt.meta.gemFlawed:8353, oredict.gemFlawedInfusedFire.name
gregtech:gt.meta.gemFlawed:8354, oredict.gemFlawedInfusedEarth.name
gregtech:gt.meta.gemFlawed:8355, oredict.gemFlawedInfusedWater.name
gregtech:gt.meta.gemFlawed:8356, oredict.gemFlawedInfusedEntropy.name
gregtech:gt.meta.gemFlawed:8357, oredict.gemFlawedInfusedOrder.name
gregtech:gt.meta.gemFlawed:9101, oredict.gemFlawedAlmandine.name
gregtech:gt.meta.gemFlawed:9102, oredict.gemFlawedAndradite.name
gregtech:gt.meta.gemFlawed:9119, oredict.gemFlawedGrossular.name
gregtech:gt.meta.gemFlawed:9127, oredict.gemFlawedPyrope.name
gregtech:gt.meta.gemFlawed:9129, oredict.gemFlawedSpessartine.name
gregtech:gt.meta.gemFlawed:9135, oredict.gemFlawedUvarovite.name
gregtech:gt.meta.gemFlawed:9802, oredict.gemFlawedIce.name
gregtech:gt.meta.gem:90, oredict.gemFluorine.name
gregtech:gt.meta.gem:110, oredict.gemSodium.name
gregtech:gt.meta.gem:150, oredict.gemPhosphor.name
gregtech:gt.meta.gem:160, oredict.gemSulfur.name
gregtech:gt.meta.gem:170, oredict.gemChlorine.name
gregtech:gt.meta.gem:190, oredict.gemPotassium.name
gregtech:gt.meta.gem:200, oredict.gemCalcium.name
gregtech:gt.meta.gem:350, oredict.gemBromine.name
gregtech:gt.meta.gem:530, oredict.gemIodine.name
gregtech:gt.meta.gem:1520, oredict.gemVibranium.name
gregtech:gt.meta.gem:8001, oredict.gemGlass.name
gregtech:gt.meta.gem:8203, oredict.gemRockSalt.name
gregtech:gt.meta.gem:8204, oredict.gemSalt.name
gregtech:gt.meta.gem:8206, oredict.gemNiter.name
gregtech:gt.meta.gem:8208, oredict.gemPhosphorus.name
gregtech:gt.meta.gem:8209, oredict.gemApatite.name
gregtech:gt.meta.gem:8226, oredict.gemPhosphorite.name
gregtech:gt.meta.gem:8242, oredict.gemIodineSalt.name
gregtech:gt.meta.gem:8302, oredict.gemRuby.name
gregtech:gt.meta.gem:8303, oredict.gemBalasRuby.name
